issue_ID,issue_title,remediation,assigned_person,severity,category,system,owner_team,status,created_date,last_updated,summary,tags
ISS-00338,VPN split-tunnel issue for Oracle AP at Mumbai DC,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for Oracle AP at Mumbai DC'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Azure-Storage-79 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Tune policy scope; add detection exception by hash/path; force agent sync and verify signatures. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Yash Agarwal,Critical,Security - DLP,Azure-Storage-79,Mendix Dev,Open,2025-01-12 21:46:22,2025-02-10 09:46:22,VPN split-tunnel issue for Oracle AP at Mumbai DC. Likely cause: misconfigured firewall rule. Verified with logs; resolved via targeted configuration correction and validation tests.,"security---dlp,firmware,permissions,auth"
ISS-00339,Users at Bengaluru Lab cannot connect to Teams: latency spikes,"Validate scope: reproduce the issue described as 'Users at Bengaluru Lab cannot connect to Teams: latency spikes'. Gather diagnostics (logs, event traces, NetMon/PCAP) on DLP-Policy-18 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Vikram Patil,Medium,Cloud/Azure,DLP-Policy-18,Oracle ERP,Resolved,2025-06-21 12:29:22,2025-07-10 11:29:22,Users at Bengaluru Lab cannot connect to Teams: latency spikes. Likely cause: token cache corruption. Verified with logs; resolved via targeted configuration correction and validation tests.,"cloud/azure,auth,qos,policy"
ISS-00340,SharePoint permissions drift on Robot-Arm-119 leads to access denied,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on Robot-Arm-119 leads to access denied'. Gather diagnostics (logs, event traces, NetMon/PCAP) on PLC-Cell-34 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Nisha Menon,Medium,Mendix App,PLC-Cell-34,Service Desk,Resolved,2025-04-24 03:14:22,2025-04-29 22:14:22,SharePoint permissions drift on Robot-Arm-119 leads to access denied. Likely cause: outdated agent version. Verified with logs; resolved via targeted configuration correction and validation tests.,"mendix-app,policy,dns,latency"
ISS-00341,VPN split-tunnel issue for Mendix OrderApp at Bengaluru Lab,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for Mendix OrderApp at Bengaluru Lab'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Edge-Switch-60 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Rohan Mehta,Critical,Endpoint,Edge-Switch-60,Service Desk,In Progress,2025-01-29 22:58:22,2025-02-24 18:58:22,VPN split-tunnel issue for Mendix OrderApp at Bengaluru Lab. Likely cause: outdated agent version. Verified with logs; resolved via targeted configuration correction and validation tests.,"endpoint,latency,dns,policy"
ISS-00342,Login failures for Teams due to token cache corruption,"Validate scope: reproduce the issue described as 'Login failures for Teams due to token cache corruption'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Mendix-OrderApp and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Pooja Kulkarni,High,Cloud/Azure,Mendix-OrderApp,Mendix Dev,In Progress,2025-01-29 21:48:22,2025-02-22 15:48:22,Login failures for Teams due to token cache corruption. Likely cause: expired certificate. Verified with logs; resolved via targeted configuration correction and validation tests.,"cloud/azure,cert,dns,patch"
ISS-00343,VPN split-tunnel issue for SharePoint at Mumbai DC,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for SharePoint at Mumbai DC'. Gather diagnostics (logs, event traces, NetMon/PCAP) on PLC-Cell-119 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Diya Kapoor,Medium,Printer/Peripheral,PLC-Cell-119,Cybersecurity,Resolved,2025-05-13 21:52:22,2025-06-08 10:52:22,VPN split-tunnel issue for SharePoint at Mumbai DC. Likely cause: expired certificate. Verified with logs; resolved via targeted configuration correction and validation tests.,"printer/peripheral,permissions,policy,patch"
ISS-00344,SharePoint permissions drift on PLC-Cell-103 leads to latency spikes,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on PLC-Cell-103 leads to latency spikes'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Edge-Switch-27 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Coordinate maintenance window; apply vendor firmware; validate PLC/SCADA comms with loopback tests. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Kabir Iyer,Medium,Manufacturing OT,Edge-Switch-27,Cybersecurity,Open,2025-02-21 07:57:22,2025-03-19 12:57:22,SharePoint permissions drift on PLC-Cell-103 leads to latency spikes. Likely cause: driver regression after patch. Verified with logs; resolved via targeted configuration correction and validation tests.,"manufacturing-ot,cert,cache,auth"
ISS-00345,Login failures for SAP GUI due to DNS misconfiguration,"Validate scope: reproduce the issue described as 'Login failures for SAP GUI due to DNS misconfiguration'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Azure-Storage-91 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Sneha Bhat,Medium,Printer/Peripheral,Azure-Storage-91,Endpoint Engineering,In Progress,2025-03-31 20:36:22,2025-04-17 05:36:22,Login failures for SAP GUI due to DNS misconfiguration. Likely cause: missing group membership. Verified with logs; resolved via targeted configuration correction and validation tests.,"printer/peripheral,auth,patch,latency"
ISS-00346,Users at Mumbai DC cannot connect to SAP GUI: corrupted profile,"Validate scope: reproduce the issue described as 'Users at Mumbai DC cannot connect to SAP GUI: corrupted profile'. Gather diagnostics (logs, event traces, NetMon/PCAP) on OneDrive-User-117 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Re-run patch 5000420 with prerequisite servicing stack; rollback driver if regression. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Vikram Patil,Low,Patch Mgmt,OneDrive-User-117,Cybersecurity,Known Issue,2025-05-07 21:12:22,2025-05-18 01:12:22,Users at Mumbai DC cannot connect to SAP GUI: corrupted profile. Likely cause: misconfigured firewall rule. Verified with logs; resolved via targeted configuration correction and validation tests.,"patch-mgmt,permissions,cert,dns"
ISS-00347,Email delays to @partner.org after change on Oracle-FIN-AP,"Validate scope: reproduce the issue described as 'Email delays to @partner.org after change on Oracle-FIN-AP'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Core-Router-59 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Tune policy scope; add detection exception by hash/path; force agent sync and verify signatures. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Aarav Sharma,Critical,Security - EDR,Core-Router-59,Cloud Platform,Resolved,2025-06-12 13:44:22,2025-06-26 14:44:22,Email delays to @partner.org after change on Oracle-FIN-AP. Likely cause: misconfigured firewall rule. Verified with logs; resolved via targeted configuration correction and validation tests.,"security---edr,permissions,policy,latency"
ISS-00348,High CPU on PLC-Cell-26 causing invoice posting failures,"Validate scope: reproduce the issue described as 'High CPU on PLC-Cell-26 causing invoice posting failures'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Azure-Storage-82 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Adjust ACL/NAT and QoS; update route tables; clear ARP/conntrack where needed. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Sara Khan,Medium,VPN,Azure-Storage-82,Cloud Platform,Resolved,2025-07-21 14:40:22,2025-07-25 19:40:22,High CPU on PLC-Cell-26 causing invoice posting failures. Likely cause: DNS misconfiguration. Verified with logs; resolved via targeted configuration correction and validation tests.,"vpn,auth,latency,permissions"
ISS-00349,High CPU on Robot-Arm-71 causing production halt in cell 3,"Validate scope: reproduce the issue described as 'High CPU on Robot-Arm-71 causing production halt in cell 3'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-FIN-AP and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Coordinate maintenance window; apply vendor firmware; validate PLC/SCADA comms with loopback tests. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Arjun Chatterjee,Critical,Manufacturing OT,Oracle-FIN-AP,Cybersecurity,Resolved,2025-06-01 18:33:22,2025-06-04 03:33:22,High CPU on Robot-Arm-71 causing production halt in cell 3. Likely cause: stale device record. Verified with logs; resolved via targeted configuration correction and validation tests.,"manufacturing-ot,permissions,qos,latency"
ISS-00350,VPN split-tunnel issue for SAP GUI at Pune Plant,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for SAP GUI at Pune Plant'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Edge-Switch-61 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Correct permissions/connectors; reindex search; clear client cache and reauthenticate. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Rahul Verma,Low,Email,Edge-Switch-61,Network Ops,In Progress,2025-08-08 07:20:22,2025-08-27 03:20:22,VPN split-tunnel issue for SAP GUI at Pune Plant. Likely cause: timezone mismatch. Verified with logs; resolved via targeted configuration correction and validation tests.,"email,cache,patch,policy"
